artistName,averageUserRating,averageUserRatingForCurrentVersion,contentAdvisoryRating,fileSizeBytes,isGameCenterEnabled,minimumOsVersion,price,primaryGenreId,releaseDate,trackName,userRatingCount,,
Veraxen Ltd,4.74967,4.74967,12+,361871360,FALSE,12,0,6014,2013-05-20T16:54:08Z,Jigsaw Puzzles for Adults HD,697544,,
Amanotes Pte. Ltd.,4.18309,4.18309,9+,291226624,FALSE,12,0,6014,2019-02-13T14:41:07Z,Dancing Road: Color Ball Run!,64121,,
FlyBird Limited,4.61444,4.61444,4+,491943936,FALSE,11,0,6014,2023-01-20T08:00:00Z,Adventure Island Merge,10499,,
Jingmao Tec,4.588,4.588,12+,282970112,FALSE,12,0,6014,2021-08-30T07:00:00Z,Beat Duel - Music Battle,118475,,
MobilityWare,4.76305,4.76305,4+,269076480,FALSE,12,0,6014,2010-10-18T19:31:55Z,Spider Solitaire: Card Game,729712,,
Sycamore Valley Software LLC,4.55311,4.55311,4+,685303808,FALSE,11,0,6014,2017-12-21T23:17:00Z,Offroad Outlaws,76212,,
UDO GAMES OYUN YAZILIM ANONIM SIRKETI,4.64109,4.64109,12+,235241472,FALSE,12,0,6014,2023-05-01T07:00:00Z,Street Life: Merge to Survive,8172,,
EYEWIND LIMITED,4.6363,4.6363,4+,256303104,FALSE,12,0,6014,2023-10-27T07:00:00Z,My Cruise,1383,,
Teofil Kwiatkowski,3.50698,3.50698,17+,20410368,FALSE,15,0,6014,2023-07-26T07:00:00Z,Wild Bounce,215,,
SUPERSONIC STUDIOS LTD,4.5434,4.5434,17+,267919360,FALSE,12,0,6014,2021-09-24T07:00:00Z,Giant Wanted,158841,,
LIHUHU PTE. LTD.,4.57484,4.57484,4+,282854400,FALSE,12,0,6014,2022-10-27T07:00:00Z,Triple Find - Match Triple 3D,40158,,
Voodoo,4.54282,4.54282,12+,433161216,FALSE,13,0,6014,2022-01-08T08:00:00Z,Uboat Attack,155408,,
Playvalve S.L.,4.85199,4.85199,12+,362911744,FALSE,13,0,6014,2022-02-24T08:00:00Z,Yatzy - The Classic Dice Game,19952,,
Yalla Technology FZ-LLC,4.30558,4.30558,9+,461824000,FALSE,11,0,6014,2018-09-27T02:25:38Z,Yalla Ludo - Ludo&Domino,18715,,
Vini Patel,1,1,4+,149010432,FALSE,14.1,0,6014,2022-05-16T07:00:00Z,Modern War Mobile FPS,2,,
Rollic Games,4.55436,4.55436,12+,271255552,FALSE,12,0,6014,2022-12-31T08:00:00Z,Digi Merge,5913,,
SayGames LTD,4.76387,4.76387,12+,221400064,FALSE,12,0,6014,2019-12-14T08:00:00Z,Johnny Trigger,624906,,
Masal Games,4.72091,4.72091,4+,418718720,TRUE,12,0,6014,2021-11-24T08:00:00Z,Food Match 3D: Tile Puzzle,14200,,
Goodgame Studios,4.66603,4.66603,4+,327089152,FALSE,15,0,6014,2023-08-16T07:00:00Z,Sunshine Island: Farm Life,2599,,
SUPERSONIC STUDIOS LTD,4.56876,4.56876,9+,395828224,FALSE,12,0,6014,2022-03-08T08:00:00Z,Move Animals!,31695,,
Miniclip.com,4.69187,4.69187,17+,358136832,TRUE,12,0,6014,2021-11-17T08:00:00Z,Pure Sniper: Gun Shooter Games,131138,,
GamoVation,4.94814,4.94814,4+,169728000,FALSE,13,0,6014,2022-01-17T08:00:00Z,Mahjong Club - Solitaire Game,85145,,
"Puzzle1Studio,inc.",4.66859,4.66859,4+,320334848,FALSE,12,0,6014,2019-11-28T08:00:00Z,Bubble Pop Origin! Puzzle Game,50945,,
Loop Games,4.76137,4.76137,4+,119911424,FALSE,12,0,6014,2018-09-03T10:07:02Z,Dominoes - Classic Edition,27629,,
"BoomBit, Inc.",4.04079,4.04079,12+,254987264,FALSE,12,0,6014,2021-07-21T07:00:00Z,Crazy Plane Landing,6571,,
Onetap Global Limited,4.64489,4.64489,12+,229340160,FALSE,13,0,6014,2023-06-20T07:00:00Z,Stuff Sort - Sorting Master,19842,,
Playbox Studio,4.36663,4.36663,9+,143916032,FALSE,9,0,6014,2023-03-07T08:00:00Z,My Doge:Puzzle Game,8210,,
Wildlife Inc,4.66718,4.66718,12+,317848576,FALSE,13,0,6014,2019-10-02T07:00:00Z,Zooba: Zoo Battle Royale Games,412437,,
Word Puzzle Games,4.53585,4.53585,12+,97025024,FALSE,12,0,6014,2016-06-29T07:28:12Z,Word Search Pro‧,229253,,
Bros Game Studio,4.36158,4.36158,9+,166745088,FALSE,11,0,6014,2023-03-20T07:00:00Z,Lost Dog Puzzle: Draw To Home,2301,,
SayGames LTD,4.69374,4.69374,12+,758115328,FALSE,12,0,6014,2019-01-05T04:29:58Z,Fork N Sausage,122563,,
Socialpoint,4.79061,4.79061,4+,246779904,TRUE,12,0,6014,2013-03-21T08:46:43Z,Dragon City - Breed & Battle!,1245758,,
APPS TEKNOLOJI ANONIM SIRKETI,4.4738,4.4738,12+,413792256,FALSE,12.5,0,6014,2021-03-31T07:00:00Z,Fashion Battle - Dress up game,15266,,
Starplay Games,4.72938,4.72938,12+,278365184,FALSE,13,0,6014,2023-04-30T07:00:00Z,Super Fighter 3: Open City,31350,,
Easybrain,4.72093,4.72093,12+,181633024,FALSE,14,0,6014,2017-10-16T16:13:15Z,Pixel Art － Color by Number,661110,,
Resolution Games AB,3.02041,3.02041,9+,262518784,TRUE,15.1,0,6014,2024-01-20T08:00:00Z,Game Room,49,,
Sycamore Valley Software LLC,4.4583,4.4583,4+,1021456384,FALSE,11,0,6014,2021-05-02T07:00:00Z,No Limit Drag Racing 2,22854,,
Outfit7 Limited,4.52574,4.52574,4+,391752704,TRUE,12,0,6014,2016-07-13T13:43:29Z,Talking Tom Gold Run,517417,,
Plarium Global Ltd,4.85462,4.85462,12+,259369984,FALSE,13,0,6014,2020-07-10T07:00:00Z,Mech Arena,136957,,
Zynga Inc.,4.48635,4.48635,12+,253686784,FALSE,12,0,6014,2020-06-18T07:00:00Z,Cashier 3D,113880,,
Deniz Ertekin,4.41004,4.41004,4+,88561664,TRUE,11,0,6014,2015-09-28T00:11:02Z,Happy Rise : No Wifi Games,11077,,
SayGames LTD,4.6349,4.6349,12+,634951680,TRUE,12,0,6014,2021-12-30T08:00:00Z,Dreamdale - Fairy Adventure,41964,,
Phan Van Vu,4.80124,4.80124,4+,396871680,FALSE,11,0,6014,2023-07-14T07:00:00Z,Fashion Show - Catwalk Battle,5806,,
Bytro Labs GmbH,4.76108,4.76108,12+,87084032,FALSE,13,0,6014,2020-09-03T07:00:00Z,Conflict of Nations: WW3,49330,,
Crazy Labs,4.69019,4.69019,12+,230740992,FALSE,12,0,6014,2022-08-21T07:00:00Z,DIY Paper Doll,92651,,
"Scopely, Inc.",4.58018,4.58018,9+,304070656,TRUE,12,0,6014,2016-09-21T19:06:23Z,Wheel of Fortune: Show Puzzles,185872,,
AppQuantum Publishing Ltd,4.47905,4.47905,4+,192020480,TRUE,12.4,0,6014,2020-09-16T07:00:00Z,Gold and Goblins: Idle Games,27725,,
Zynga Inc.,4.63166,4.63166,12+,428606464,FALSE,13,0,6014,2021-07-20T07:00:00Z,Top Troops: Adventure RPG,8256,,
Lilith Games,4.68246,4.68246,17+,2178946048,TRUE,11,0,6014,2021-03-15T07:00:00Z,Warpath: Ace Shooter,69194,,
Aged Studio Limited,4.71448,4.71448,4+,253533184,FALSE,12,0,6014,2019-10-15T07:00:00Z,Classic Solitaire - Card Games,42957,,
Solid Games,4.75469,4.75469,4+,188463104,FALSE,12,0,6014,2021-11-30T08:00:00Z,Idle Egg Factory 3D,36970,,
DEVGEIM,4.6134,4.6134,12+,250531840,FALSE,13,0,6014,2020-10-08T07:00:00Z,Race Arena - Fall Car Battle,16301,,
"FunCraft, Inc",4.70965,4.70965,4+,303763456,FALSE,12.5,0,6014,2021-01-27T08:00:00Z,Wordgrams - Crossword & Puzzle,16091,,
Halfbrick Studios,4.01053,4.01053,4+,218277888,TRUE,13,0,6014,2021-04-02T07:00:00Z,Fruit Ninja Classic+,190,,
Kwalee Ltd,4.67563,4.67563,12+,157020160,FALSE,11,0,6014,2018-08-22T21:38:26Z,Police Pursuit,126172,,
Sunday.gg,4.63697,4.63697,4+,417537024,FALSE,12.5,0,6014,2020-10-24T07:00:00Z,Cat Escape!,229021,,
Voodoo,4.64511,4.64511,12+,293640192,FALSE,13,0,6014,2022-03-26T07:00:00Z,Puff Up,84363,,
MobilityWare,4.70984,4.70984,4+,410120192,FALSE,12,0,6014,2021-11-08T08:00:00Z,MONOPOLY Solitaire: Card Games,73191,,
Peak Games,4.70629,4.70629,4+,520202240,FALSE,12,0,6014,2015-01-06T16:16:02Z,Toy Blast,1069812,,
"Game Circus Studios, LLC",4.61125,4.61125,17+,304942080,TRUE,12,0,6014,2010-05-21T22:33:00Z,Coin Dozer,86439,,
SmokeSpotGames,4.76971,4.76971,12+,1510526976,FALSE,12,0,6014,2023-06-12T07:00:00Z,dropcult,1915,,
Infinity Vector Ltd,4.53676,4.53676,4+,3965507584,FALSE,12,0,6014,2016-06-26T22:30:52Z,Assoluto Racing,8488,,
KONAMI,4.87567,4.87567,12+,243035136,TRUE,13,0,6014,2022-02-02T08:00:00Z,Yu-Gi-Oh! Master Duel,61198,,
"Hong Kong Ke Mo software Co., Limited",4.51593,4.51593,12+,631735296,FALSE,12,0,6014,2016-04-06T06:31:32Z,War and Order,44703,,
SUPERBOX. Inc,4.73193,4.73193,12+,138929152,TRUE,12.5,0,6014,2019-04-15T07:00:00Z,Drop The Number : Merge Puzzle,79849,,
Popcore GmbH,4.45023,4.45023,12+,526659584,FALSE,12.5,0,6014,2020-02-08T08:00:00Z,Parking Jam 3D,443829,,
"STARFORTUNE INTERACTIVE ENTERTAINMENT TECHNOLOGY CO., LIMITED",3.27778,3.27778,9+,270789632,FALSE,12,0,6014,2024-01-24T08:00:00Z,World of Water: Great Journey,18,,
SUPERSONIC STUDIOS LTD,4.66019,4.66019,12+,287832064,FALSE,12,0,6014,2020-06-02T07:00:00Z,Bazooka Boy,136138,,
Kooapps,4.68244,4.68244,4+,134804480,TRUE,11,0,6014,2020-05-24T07:00:00Z,Stacky Bird: Fun No Wifi Games,5155,,
AI Games FZ,4.67506,4.67506,12+,328607744,FALSE,11,0,6014,2023-08-02T07:00:00Z,Fashion Queen: Dress Up Game,7186,,
Turborilla,4.77757,4.77757,9+,493972480,TRUE,12,0,6014,2021-05-24T07:00:00Z,Mad Skills Motocross 3,88425,,
"Brightika, Inc.",4.44895,4.44895,9+,190106624,FALSE,12.5,0,6014,2020-07-01T07:00:00Z,IQ Boost: Training Brain Games,26227,,
"REMEMBERS INFORMATION TECHNOLOGY CO., LTD.",4.85925,4.85925,12+,183324672,FALSE,11,0,6014,2022-01-26T08:00:00Z,Tic Tac Toe - 2 Player Game,34941,,
GamoVation,4.91659,4.91659,4+,124403712,FALSE,12.5,0,6014,2021-10-30T07:00:00Z,Chess - Offline Board Game,28871,,
"HOT GAMES CO., LIMITED",4.75119,4.75119,9+,831377408,FALSE,12,0,6014,2023-05-05T07:00:00Z,Hero Making Tycoon,16330,,
Hungry Studio,4.79545,4.79545,4+,185960448,FALSE,12,0,6014,2023-09-03T07:00:00Z,Solitaire: Card Games Master,220,,
Jochem Bergman,4.26509,4.26509,9+,97421312,FALSE,9,0,6014,2017-10-07T07:17:16Z,2 3 4 Player Games,3463,,
THP Soft Tech,4.48153,4.48153,4+,1405237248,FALSE,13,0,6014,2023-04-22T07:00:00Z,Car Driving 2024 : School Game,9042,,
Electronic Arts,4.76136,4.76136,4+,655175680,TRUE,11,0,6014,2013-02-28T08:00:00Z,Real Racing 3,386810,,
MOONEE PUBLISHING LTD,4.63307,4.63307,12+,599920640,FALSE,13,0,6014,2021-12-01T08:00:00Z,Find the Alien,140658,,
Florian Grolig,4.15942,4.15942,4+,85607424,TRUE,12,0,6014,2014-10-05T02:37:48Z,Sisyphos,138,,
"Netflix, Inc.",4.40221,4.40221,4+,1153240064,FALSE,15,0,6014,2023-11-21T08:00:00Z,Farming Simulator 23 NETFLIX,542,,
Lunime Inc.,4.28409,4.28409,9+,175325184,FALSE,8,0,6014,2018-10-30T22:53:10Z,Gacha Life,205171,,
SUPERSONIC STUDIOS LTD,4.64374,4.64374,12+,431591424,FALSE,12,0,6014,2020-12-02T08:00:00Z,911 Emergency Dispatcher,174260,,
Matchingham Games,4.58765,4.58765,12+,336815104,FALSE,12.5,0,6014,2020-08-14T07:00:00Z,Braindom 2: Brain Teaser Games,163315,,
PlayStudios,4.713,4.713,12+,373390336,TRUE,12,0,6014,2011-11-21T16:55:32Z,⋆Solitaire: Classic Card Games,907397,,
"Lajeune and Associates, LLC",4.2021,4.2021,4+,304862208,FALSE,13.5,0,6014,2013-04-08T21:59:13Z,Barber Chop,7719,,
"Puzzle1Studio,inc.",4.66233,4.66233,4+,246784000,FALSE,12,0,6014,2019-12-06T08:00:00Z,Brick Out - Shoot the ball,19981,,
Palm Court LLC,4.8755,4.8755,9+,113468416,TRUE,12,0,6014,2022-02-09T08:00:00Z,Wavelength,18089,,
Aviagames Inc.,3.34568,3.34568,17+,389253120,FALSE,12,0,6014,2023-11-01T07:00:00Z,Bingo Bliss: Win Cash,81,,
Guru Smart Holding Limited,4.8076,4.8076,4+,223330304,FALSE,12,0,6014,2020-02-05T08:00:00Z,Sudoku  ٞ  ٞ,41695,,
Freeplay LLC,4.67005,4.67005,12+,208416768,FALSE,13,0,6014,2022-05-18T07:00:00Z,Crazy Office — Slap & Smash,22985,,
Afterverse Games,4.69864,4.69864,9+,773082112,TRUE,11,0,6014,2019-07-16T07:00:00Z,"PK XD: Fun, friends & games",299156,,
PocketzWorld Inc.,4.57602,4.57602,17+,309967872,FALSE,13,0,6014,2015-11-19T19:19:39Z,Highrise: Metaverse Life World,143408,,
ALICTUS YAZILIM A.S.,4.6006,4.6006,12+,265893888,FALSE,11,0,6014,2021-11-16T08:00:00Z,Theme Park 3D - Fun Aquapark,83557,,
ZigZaGame Inc.,4.686,4.686,12+,135851008,FALSE,11,0,6014,2019-03-21T07:00:00Z,Evertale,68404,,
Turborilla,4.77757,4.77757,9+,493972480,TRUE,12,0,6014,2021-05-24T07:00:00Z,Mad Skills Motocross 3,88425,,
Whoyaho Corp.,4.87587,4.87587,4+,95584256,FALSE,12.4,0,6014,2023-11-07T08:00:00Z,Tanghulu Master - Candy ASMR,29445,,
Zynga Inc.,4.48635,4.48635,12+,253686784,FALSE,12,0,6014,2020-06-18T07:00:00Z,Cashier 3D,113880,,
Flipped Games,4.949,4.949,4+,443711488,TRUE,12,0,6014,2023-02-01T08:00:00Z,Joy Match 3D,31001,,
Peak Games,4.70629,4.70629,4+,520202240,FALSE,12,0,6014,2015-01-06T16:16:02Z,Toy Blast,1069812,,
Azur Interactive Games Limited,4.59109,4.59109,17+,473457664,FALSE,13,0,6014,2019-11-20T08:00:00Z,Hidden Objects: Puzzle Games,219094,,
Jochem Bergman,4.26509,4.26509,9+,97421312,FALSE,9,0,6014,2017-10-07T07:17:16Z,2 3 4 Player Games,3463,,
Mojang,4.49491,4.49491,9+,1062935552,FALSE,11,6.99,6014,2011-11-17T08:00:00Z,Minecraft,649107,,
Abdulrahman Alshimemeri,4.35294,4.35294,4+,353869824,FALSE,12,0,6014,2022-06-23T07:00:00Z,جوابك جوابهم,340,,
Ketchapp,4.11461,4.11461,12+,77785088,TRUE,11,0,6014,2014-03-19T02:29:42Z,2048,17966,,
MobilityWare,4.70984,4.70984,4+,410120192,FALSE,12,0,6014,2021-11-08T08:00:00Z,MONOPOLY Solitaire: Card Games,73191,,
Freeplay LLC,4.40998,4.40998,12+,213869568,FALSE,12,0,6014,2023-04-12T07:00:00Z,Tear Them All: Robot fighting,1222,,
Featherweight Games Pty Limited,4.69482,4.69482,9+,720328704,TRUE,12.2,0,6014,2016-06-22T14:15:44Z,Rodeo Stampede: Sky Zoo Safari,403695,,
"Winner Studio Co.,Limited",4.55122,4.55122,17+,1272226816,FALSE,12,0,6014,2021-04-27T07:00:00Z,Bingo For Cash - Real Money,57688,,
Rollic Games,4.29853,4.29853,12+,311370752,FALSE,12,0,6014,2022-03-27T07:00:00Z,Crowd Evolution!,81097,,
Devsisters,4.65925,4.65925,12+,2958654464,TRUE,13,0,6014,2021-01-20T08:00:00Z,CookieRun: Kingdom,198264,,
Oh BiBi,4.14815,4.14815,9+,1191821312,TRUE,13,0,6014,2024-02-01T08:00:00Z,BEAST: Bio Exo Arena Suit Team,216,,
VERTIGOGAMES,4.58239,4.58239,17+,1588126720,FALSE,13,0,6014,2019-11-14T08:00:00Z,Critical Strike CS: Online FPS,19346,,
ALICTUS YAZILIM A.S.,4.49824,4.49824,12+,265005056,TRUE,11,0,6014,2021-01-14T08:00:00Z,Deep Clean Inc. 3D Fun Cleanup,142739,,
Eastside Games,4.49193,4.49193,17+,280855552,TRUE,13,0,6014,2021-10-25T07:00:00Z,RuPaul's Drag Race Superstar,28550,,
Gamegou Limited,4.5751,4.5751,4+,285346816,FALSE,12,0,6014,2022-03-23T07:00:00Z,Super Goal - Soccer Stickman,6757,,
Itatake.com,4.67717,4.67717,12+,294205440,TRUE,13,0,6014,2020-04-23T07:00:00Z,Gumslinger,13648,,
"Jam City, Inc.",4.66944,4.66944,4+,477333504,FALSE,12,0,6014,2016-07-14T08:43:50Z,Disney Emoji Blitz Game,280702,,
"Netflix, Inc.",4.1212,4.1212,4+,11328512,FALSE,15,0,6014,2023-08-07T07:00:00Z,Netflix Game Controller,33,,
"Auxbrain, Inc.",4.78972,4.78972,12+,113140736,TRUE,11,0,6014,2016-07-14T04:17:52Z,"Egg, Inc.",508034,,
Crazy Labs,4.54997,4.54997,12+,232116224,FALSE,12,0,6014,2020-11-09T08:00:00Z,Sculpt People,257734,,
Guru Smart Holding Limited,4.8076,4.8076,4+,223330304,FALSE,12,0,6014,2020-02-05T08:00:00Z,Sudoku  ٞ  ٞ,41695,,
Gamious B.V.,4.43624,4.43624,4+,289687552,TRUE,13.5,0,6014,2024-02-01T08:00:00Z,Words in Progress,298,,
Gameloft,4.60629,4.60629,4+,3923246080,TRUE,14,0,6014,2023-12-05T08:00:00Z,Disney Dreamlight Valley,5471,,
Doodle Mobile Limited,4.58993,4.58993,4+,143054848,FALSE,12,0,6014,2022-10-16T07:00:00Z,Pool Tour - Pocket Billiards,9930,,
REIN TECHNOLOGY LIMITED,4.82587,4.82587,17+,735728640,FALSE,13,0,6014,2022-10-25T07:00:00Z,Jackpotland: Casino Slots,5582,,
Pham Van Trung Quan,4.34755,4.34755,4+,455508992,FALSE,11,0,6014,2022-10-05T07:00:00Z,Highway Bike Traffic Racer 3D,25253,,
Electronic Arts,4.59866,4.59866,9+,165934080,TRUE,11,0,6014,2015-11-24T16:53:08Z,Star Wars™: Galaxy of Heroes,212500,,
SUPERSONIC STUDIOS LTD,4.64311,4.64311,9+,335941632,FALSE,12,0,6014,2022-02-18T08:00:00Z,Guess The Drawing!,31343,,
Gamious B.V.,4.67619,4.67619,4+,1796199424,TRUE,13,0,6014,2023-12-05T08:00:00Z,Turmoil+,1575,,
Survival Games Ltd,4.50218,4.50218,9+,280075264,TRUE,12,0,6014,2022-01-14T08:00:00Z,Raft® Survival: Multiplayer,22595,,
Electronic Arts,4.62092,4.62092,4+,1693371392,TRUE,13,0,6014,2018-10-16T22:15:32Z,F1 Mobile Racing,77061,,
Nordcurrent UAB,4.63699,4.63699,4+,185712640,TRUE,11,0,6014,2021-01-11T08:00:00Z,Airplane Chefs - Cooking Game,31682,,
Hungry Studio,4.79545,4.79545,4+,185960448,FALSE,12,0,6014,2023-09-03T07:00:00Z,Solitaire: Card Games Master,220,,
"Puzzle1Studio,inc.",4.66233,4.66233,4+,246784000,FALSE,12,0,6014,2019-12-06T08:00:00Z,Brick Out - Shoot the ball,19981,,
TapTapBoom Ltd.,4.5221,4.5221,17+,458545152,FALSE,13.6,0,6014,2010-05-20T21:40:10Z,Blackjack,26763,,
MultiCraft Studio,4.51396,4.51396,9+,77973504,FALSE,12,0,6014,2016-11-14T01:48:57Z,MultiCraft ― Build and Mine!,308284,,
JoyBox Studio Limited,4.70896,4.70896,17+,285981696,FALSE,12,0,6014,2020-11-18T08:00:00Z,Bingo Winner - Win Real Money,50999,,
"Supercent, Inc.",4.68168,4.68168,4+,344464384,FALSE,12.5,0,6014,2023-02-09T08:00:00Z,Burger Please!,101462,,
"BoomBit, Inc.",4.49677,4.49677,12+,1152202752,FALSE,12,0,6014,2017-08-09T14:06:08Z,Car Driving School Simulator,27512,,
SayGames LTD,4.65069,4.65069,4+,1043213312,FALSE,12,0,6014,2022-09-29T07:00:00Z,Lazy Jump 3D,30928,,
AI Games FZ,4.25589,4.25589,12+,196719616,FALSE,12,0,6014,2022-01-06T08:00:00Z,State Connect: Traffic Control,59817,,
AI Games FZ,4.47742,4.47742,12+,276846592,FALSE,13,0,6014,2022-08-26T07:00:00Z,Rollance : Adventure Balls,9920,,
Anna Bryk,4.60791,4.60791,12+,112365568,FALSE,12.4,0,6014,2021-03-05T08:00:00Z,Kawaii World - Craft and Build,219588,,
Aviagames Inc.,3.34568,3.34568,17+,389253120,FALSE,12,0,6014,2023-11-01T07:00:00Z,Bingo Bliss: Win Cash,81,,
RUBY OYUN VE YAZILIM DANISMANLIK SANAYI TICARET ANONIM SIRKETI,4.5269,4.5269,4+,191791104,FALSE,12.5,0,6014,2022-04-01T07:00:00Z,Tap on Time!,33629,,
Bandai Namco Entertainment Inc.,4.76226,4.76226,12+,272303104,FALSE,12,0,6014,2018-03-29T08:22:41Z,ONE PIECE Bounty Rush,137514,,
Fomo Games,4.7804,4.7804,12+,302400512,FALSE,11,0,6014,2023-01-13T08:00:00Z,Seat Jam 3D,13160,,
SayGames LTD,4.6643,4.6643,17+,276238336,TRUE,12,0,6014,2022-03-29T07:00:00Z,Decor Life - Home Design Game,122817,,
blueflower UG (haftungsbeschränkt),4.80868,4.80868,9+,156976128,FALSE,11,0,6014,2019-05-20T18:13:07Z,TheoTown,7490,,
Redstone Games,4.76478,4.76478,4+,96123904,FALSE,12,0,6014,2015-04-27T14:37:43Z,Crossword Puzzle Redstone,89721,,
HOMA GAMES,4.85189,4.85189,4+,233936896,FALSE,12.5,0,6014,2022-07-02T07:00:00Z,Steering Wheel Evolution,67956,,
App Swim LLC,4.64086,4.64086,12+,199815168,FALSE,12.5,0,6014,2022-08-20T07:00:00Z,Blocks Sort!,6719,,
Wisdom Network Ltd.,4.6795,4.6795,12+,275969024,FALSE,12,0,6014,2019-08-20T07:00:00Z,Jewel Sliding - Block Puzzle,9395,,
HYPERMONK GAMES OYUN YAZILIM PAZARLAMA VE DANISMANLIK ANONIM SIRKETI,4.69793,4.69793,12+,380046336,FALSE,12,0,6014,2023-05-15T07:00:00Z,Dyno 2 Race - Car Tuning,18198,,
"Unickie Technology Co., Ltd.",4.79656,4.79656,12+,244426752,FALSE,11,0,6014,2022-03-21T07:00:00Z,Makeup Salon - DIY Makeup game,37804,,
"BUILDING-BLOCKS NETWORK TECHNOLOGY CO.,LIMITED",3.98813,3.98813,12+,1163186176,TRUE,11,0,6014,2022-01-13T08:00:00Z,Ant Legion,2275,,
The Pokemon Company,4.71882,4.71882,4+,766325760,FALSE,10,0,6014,2021-09-21T07:00:00Z,Pokémon UNITE,141169,,
CRAZY STYLE LTD,4.64928,4.64928,12+,1635772416,FALSE,12,0,6014,2019-02-04T15:03:06Z,Super Stylist Fashion Makeover,364424,,
Bandai Namco Entertainment Inc.,4.774,4.774,9+,1075210240,TRUE,12,0,6014,2015-07-16T02:59:25Z,DRAGON BALL Z DOKKAN BATTLE,216154,,
ZeptoLab UK Limited,4.03185,4.03185,4+,323623936,TRUE,13,0,6014,2023-10-13T07:00:00Z,Cut the Rope 3,157,,
TapNation,4.39262,4.39262,4+,303229952,FALSE,12.5,0,6014,2019-12-04T08:00:00Z,Ice Cream Inc.,361212,,
RAC7 Games,4.86642,4.86642,4+,396850176,TRUE,13,0,6014,2019-09-19T07:00:00Z,Sneaky Sasquatch,171212,,
SayGames LTD,4.60843,4.60843,9+,491280384,FALSE,12,0,6014,2021-08-05T07:00:00Z,Zoo - Happy Animals,83773,,
"Phantom EFX, Inc.",4.53056,4.53056,17+,259099648,FALSE,11,0,6014,2012-12-12T23:33:11Z,Jackpot Party - Casino Slots,200137,,
Trailmix Ltd,4.68081,4.68081,12+,298287104,FALSE,12,0,6014,2021-09-21T07:00:00Z,Love & Pies - Merge Mystery,30383,,
Innova Co. S.a r.l.,4.5728,4.5728,17+,2112854016,FALSE,11,0,6014,2020-01-14T08:00:00Z,Warface GO: Combat strike zone,23081,,
Zuuks Games,4.46741,4.46741,4+,1856385024,TRUE,12,0,6014,2019-06-14T03:36:20Z,Bus Simulator : Ultimate,169389,,
"Shallot Games, LLC.",4.65147,4.65147,4+,170813440,FALSE,12,0,6014,2023-06-05T07:00:00Z,Coffee Golf,12989,,
Mars Era Limited,3.7664,3.7664,12+,1322649600,TRUE,12,0,6014,2023-08-14T07:00:00Z,Isekai:Slow Life,1601,,
HyperBeard Inc.,4.72628,4.72628,4+,622306304,FALSE,11,0,6014,2022-02-10T08:00:00Z,Pocket Love!,182481,,
KidultLovin,4.9649,4.9649,4+,174411776,FALSE,12,0,6014,2024-01-12T08:00:00Z,Daisy Word Search,1966,,
Dodjoy HK,4.32041,4.32041,12+,228101120,TRUE,12,0,6014,2023-11-13T08:00:00Z,Doodle Magic: Wizard vs Slime,7222,,
Easybrain,4.6457,4.6457,12+,157076480,FALSE,14,0,6014,2019-03-08T19:57:25Z,Nonogram.com - Number Games,159360,,
丰 李,4.39946,4.39946,12+,415574016,FALSE,11,0,6014,2018-09-27T07:40:17Z,FR Legends,10797,,
IDZ Digital Private Limited,4.69482,4.69482,4+,287834112,FALSE,12,0,6014,2020-09-27T07:00:00Z,Tizi Town - Dream House Games,24406,,
MobilityWare,4.74417,4.74417,4+,364463104,FALSE,12,0,6014,2020-06-30T07:00:00Z,Spades Classic Card Game,150760,,
Outfit7 Limited,4.41607,4.41607,4+,528617472,TRUE,12,0,6014,2019-06-05T12:36:57Z,Talking Tom Hero Dash,211474,,
Miniclip.com,4.53354,4.53354,9+,97577984,FALSE,11,0,6014,2015-07-08T15:59:29Z,Agar.io,210607,,
Popcore GmbH,4.53335,4.53335,12+,357934080,FALSE,12.5,0,6014,2023-02-01T08:00:00Z,Tangled Snakes,70727,,
AI Games FZ,4.42309,4.42309,9+,563232768,FALSE,11,0,6014,2022-06-18T07:00:00Z,Merge Archers: Arrow Game,6573,,
俊杰 徐,4.52855,4.52855,4+,98050048,FALSE,12,0,6014,2019-12-02T08:00:00Z,Billipool-Ball Shooting,13024,,
Mediocre AB,4.56189,4.56189,4+,94950400,TRUE,6,0,6014,2014-03-06T08:00:00Z,Smash Hit,102317,,
META SLOTS LIMITED,4.59136,4.59136,12+,460366848,FALSE,12,0,6014,2023-10-16T07:00:00Z,Match Villa: Save Her,4515,,
PlayMe Studio,4.57763,4.57763,17+,231328768,FALSE,12,0,6014,2020-12-15T08:00:00Z,MeChat - Interactive Stories,71985,,
PFC Ventures,4.19039,4.19039,17+,110562304,FALSE,14,0,6014,2018-02-03T04:27:32Z,Pocket Girl,11844,,
Rollic Games,4.47961,4.47961,12+,338349056,TRUE,12,0,6014,2021-04-17T07:00:00Z,Text or Die,212789,,
SUPERSONIC STUDIOS LTD,4.66273,4.66273,17+,428251136,FALSE,12,0,6014,2022-01-04T08:00:00Z,Perfect Lie,90599,,
Ubisoft,4.14208,4.14208,9+,1175400448,TRUE,11,0,6014,2020-08-04T07:00:00Z,Brawlhalla,21627,,
BetMGM,4.70068,4.70068,17+,204886016,FALSE,14,0,6014,2017-07-28T06:32:32Z,BetMGM Casino - Real Money,69928,,
